"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2008","06","06083","Santa Barbara County (CA)","389,347","49,422","43,763","55,081","43,763 to 55,081","12.7","11.2","14.1","11.2 to 14.1","93,993","14,733","12,217","17,249","12,217 to 17,249","15.7","13.0","18.4","13.0 to 18.4","64,268","9,623","7,906","11,340","7,906 to 11,340","15.0","12.3","17.6","12.3 to 17.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,645","$57,801","$63,490","$57,801 to $63,490"
"2008","06","06085","Santa Clara County (CA)","1,736,343","131,334","119,944","142,723","119,944 to 142,723","7.6","6.9","8.2","6.9 to 8.2","421,181","39,650","34,403","44,898","34,403 to 44,898","9.4","8.2","10.7","8.2 to 10.7","290,335","25,585","21,938","29,232","21,938 to 29,232","8.8","7.6","10.1","7.6 to 10.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$88,525","$86,500","$90,549","$86,500 to $90,549"
"2008","06","06087","Santa Cruz County (CA)","244,505","32,460","28,369","36,551","28,369 to 36,551","13.3","11.6","14.9","11.6 to 14.9","53,496","9,035","7,510","10,561","7,510 to 10,561","16.9","14.0","19.7","14.0 to 19.7","36,684","5,943","4,838","7,048","4,838 to 7,048","16.2","13.2","19.2","13.2 to 19.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,495","$63,828","$69,162","$63,828 to $69,162"
"2008","06","06089","Shasta County (CA)","177,158","31,309","27,287","35,331","27,287 to 35,331","17.7","15.4","19.9","15.4 to 19.9","38,901","9,290","7,844","10,736","7,844 to 10,736","23.9","20.2","27.6","20.2 to 27.6","27,904","6,045","4,956","7,134","4,956 to 7,134","21.7","17.8","25.6","17.8 to 25.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,362","$39,790","$44,933","$39,790 to $44,933"
"2008","06","06091","Sierra County (CA)","3,220","409","324","494","324 to 494","12.7","10.1","15.3","10.1 to 15.3","544","104","81","127","81 to 127","19.1","14.9","23.3","14.9 to 23.3","415","69","52","86","52 to 86","16.6","12.5","20.7","12.5 to 20.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,282","$39,819","$48,744","$39,819 to $48,744"
"2008","06","06093","Siskiyou County (CA)","43,909","7,182","6,066","8,298","6,066 to 8,298","16.4","13.8","18.9","13.8 to 18.9","8,527","2,167","1,747","2,587","1,747 to 2,587","25.4","20.5","30.3","20.5 to 30.3","6,019","1,502","1,180","1,824","1,180 to 1,824","25.0","19.6","30.3","19.6 to 30.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,823","$34,332","$39,315","$34,332 to $39,315"
"2008","06","06095","Solano County (CA)","391,897","35,393","30,772","40,014","30,772 to 40,014","9.0","7.9","10.2","7.9 to 10.2","100,956","12,134","10,105","14,163","10,105 to 14,163","12.0","10.0","14.0","10.0 to 14.0","73,228","7,605","6,209","9,001","6,209 to 9,001","10.4","8.5","12.3","8.5 to 12.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$70,173","$68,159","$72,187","$68,159 to $72,187"
"2008","06","06097","Sonoma County (CA)","458,707","47,726","42,453","52,998","42,453 to 52,998","10.4","9.3","11.6","9.3 to 11.6","100,998","12,898","10,721","15,075","10,721 to 15,075","12.8","10.6","14.9","10.6 to 14.9","72,032","7,965","6,486","9,444","6,486 to 9,444","11.1","9.0","13.1","9.0 to 13.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$62,314","$60,456","$64,171","$60,456 to $64,171"
"2008","06","06099","Stanislaus County (CA)","504,217","72,561","64,996","80,125","64,996 to 80,125","14.4","12.9","15.9","12.9 to 15.9","142,882","28,010","24,420","31,601","24,420 to 31,601","19.6","17.1","22.1","17.1 to 22.1","101,749","18,398","15,769","21,027","15,769 to 21,027","18.1","15.5","20.7","15.5 to 20.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,094","$48,115","$52,072","$48,115 to $52,072"
"2008","06","06101","Sutter County (CA)","90,749","14,048","12,010","16,086","12,010 to 16,086","15.5","13.2","17.7","13.2 to 17.7","24,202","5,204","4,283","6,125","4,283 to 6,125","21.5","17.7","25.3","17.7 to 25.3","16,788","3,491","2,831","4,151","2,831 to 4,151","20.8","16.9","24.7","16.9 to 24.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,146","$46,195","$52,096","$46,195 to $52,096"
"2008","06","06103","Tehama County (CA)","60,682","10,009","8,305","11,713","8,305 to 11,713","16.5","13.7","19.3","13.7 to 19.3","14,489","3,688","2,959","4,417","2,959 to 4,417","25.5","20.4","30.5","20.4 to 30.5","10,254","2,291","1,791","2,791","1,791 to 2,791","22.3","17.5","27.2","17.5 to 27.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,160","$35,092","$41,227","$35,092 to $41,227"
"2008","06","06105","Trinity County (CA)","14,080","2,808","2,242","3,375","2,242 to 3,375","19.9","15.9","24.0","15.9 to 24.0","2,253","713","564","863","564 to 863","31.6","25.0","38.3","25.0 to 38.3","1,682","463","359","567","359 to 567","27.5","21.3","33.7","21.3 to 33.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,726","$31,336","$38,115","$31,336 to $38,115"
"2008","06","06107","Tulare County (CA)","421,063","90,369","81,602","99,136","81,602 to 99,136","21.5","19.4","23.5","19.4 to 23.5","133,605","41,040","36,453","45,626","36,453 to 45,626","30.7","27.3","34.1","27.3 to 34.1","92,364","26,220","22,856","29,584","22,856 to 29,584","28.4","24.7","32.0","24.7 to 32.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,383","$42,412","$46,355","$42,412 to $46,355"
"2008","06","06109","Tuolumne County (CA)","50,858","6,350","5,222","7,478","5,222 to 7,478","12.5","10.3","14.7","10.3 to 14.7","9,159","1,662","1,313","2,012","1,313 to 2,012","18.1","14.3","22.0","14.3 to 22.0","6,776","1,094","838","1,350","838 to 1,350","16.1","12.4","19.9","12.4 to 19.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,151","$45,657","$52,645","$45,657 to $52,645"
"2008","06","06111","Ventura County (CA)","788,218","68,486","61,765","75,208","61,765 to 75,208","8.7","7.8","9.5","7.8 to 9.5","203,785","23,649","20,533","26,766","20,533 to 26,766","11.6","10.1","13.1","10.1 to 13.1","145,259","15,414","13,290","17,538","13,290 to 17,538","10.6","9.1","12.1","9.1 to 12.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$76,190","$74,106","$78,275","$74,106 to $78,275"
"2008","06","06113","Yolo County (CA)","189,858","27,807","24,105","31,508","24,105 to 31,508","14.6","12.7","16.6","12.7 to 16.6","44,484","6,536","5,312","7,760","5,312 to 7,760","14.7","11.9","17.4","11.9 to 17.4","31,546","4,093","3,256","4,930","3,256 to 4,930","13.0","10.3","15.6","10.3 to 15.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,877","$54,437","$61,317","$54,437 to $61,317"
"2008","06","06115","Yuba County (CA)","71,706","11,931","9,846","14,017","9,846 to 14,017","16.6","13.7","19.5","13.7 to 19.5","20,841","4,986","3,969","6,004","3,969 to 6,004","23.9","19.0","28.8","19.0 to 28.8","14,174","3,160","2,478","3,842","2,478 to 3,842","22.3","17.5","27.1","17.5 to 27.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,715","$43,555","$49,876","$43,555 to $49,876"
"2009","00","00000","United States","299,026,555","42,868,163","42,631,574","43,104,752","42,631,574 to 43,104,752","14.3","14.3","14.4","14.3 to 14.4","73,347,404","14,656,962","14,526,159","14,787,765","14,526,159 to 14,787,765","20.0","19.8","20.2","19.8 to 20.2","52,143,306","9,509,142","9,419,830","9,598,454","9,419,830 to 9,598,454","18.2","18.1","18.4","18.1 to 18.4","20,878,285","4,849,988","4,792,377","4,907,599","4,792,377 to 4,907,599","23.2","23.0","23.5","23.0 to 23.5","$50,221","$50,147","$50,295","$50,147 to $50,295"
"2009","06","06000","California","36,202,910","5,132,640","5,084,687","5,180,592","5,084,687 to 5,180,592","14.2","14.0","14.3","14.0 to 14.3","9,277,571","1,846,994","1,818,538","1,875,449","1,818,538 to 1,875,449","19.9","19.6","20.2","19.6 to 20.2","6,542,172","1,214,400","1,189,918","1,238,882","1,189,918 to 1,238,882","18.6","18.2","18.9","18.2 to 18.9","2,694,275","594,576","580,849","608,303","580,849 to 608,303","22.1","21.6","22.6","21.6 to 22.6","$58,925","$58,654","$59,196","$58,654 to $59,196"
"2009","06","06001","Alameda County (CA)","1,467,469","158,531","145,426","171,637","145,426 to 171,637","10.8","9.9","11.7","9.9 to 11.7","339,620","47,805","42,001","53,608","42,001 to 53,608","14.1","12.4","15.8","12.4 to 15.8","235,517","32,459","28,358","36,560","28,358 to 36,560","13.8","12.0","15.5","12.0 to 15.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$68,258","$66,996","$69,521","$66,996 to $69,521"
"2009","06","06003","Alpine County (CA)","1,033","179","137","221","137 to 221","17.3","13.3","21.4","13.3 to 21.4","212","65","51","80","51 to 80","30.7","24.1","37.7","24.1 to 37.7","150","43","33","53","33 to 53","28.7","22.0","35.3","22.0 to 35.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,391","$40,677","$50,105","$40,677 to $50,105"
"2009","06","06005","Amador County (CA)","33,408","3,762","2,890","4,635","2,890 to 4,635","11.3","8.7","13.9","8.7 to 13.9","6,142","990","776","1,204","776 to 1,204","16.1","12.6","19.6","12.6 to 19.6","4,709","650","503","797","503 to 797","13.8","10.7","16.9","10.7 to 16.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,461","$49,731","$59,190","$49,731 to $59,190"
"2009","06","06007","Butte County (CA)","214,971","39,717","34,663","44,771","34,663 to 44,771","18.5","16.1","20.8","16.1 to 20.8","45,279","10,398","8,458","12,338","8,458 to 12,338","23.0","18.7","27.2","18.7 to 27.2","32,548","6,701","5,343","8,059","5,343 to 8,059","20.6","16.4","24.8","16.4 to 24.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,196","$39,132","$43,260","$39,132 to $43,260"
"2009","06","06009","Calaveras County (CA)","46,219","5,242","4,076","6,408","4,076 to 6,408","11.3","8.8","13.9","8.8 to 13.9","8,750","1,535","1,185","1,886","1,185 to 1,886","17.5","13.5","21.6","13.5 to 21.6","6,762","1,022","781","1,263","781 to 1,263","15.1","11.5","18.7","11.5 to 18.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,564","$46,919","$56,209","$46,919 to $56,209"
"2009","06","06011","Colusa County (CA)","20,962","2,803","2,146","3,460","2,146 to 3,460","13.4","10.2","16.5","10.2 to 16.5","6,390","1,287","1,002","1,572","1,002 to 1,572","20.1","15.7","24.6","15.7 to 24.6","4,453","834","642","1,026","642 to 1,026","18.7","14.4","23.0","14.4 to 23.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,472","$43,854","$51,091","$43,854 to $51,091"
"2009","06","06013","Contra Costa County (CA)","1,031,700","97,510","87,905","107,116","87,905 to 107,116","9.5","8.5","10.4","8.5 to 10.4","255,738","31,930","28,281","35,579","28,281 to 35,579","12.5","11.1","13.9","11.1 to 13.9","186,965","20,567","17,896","23,238","17,896 to 23,238","11.0","9.6","12.4","9.6 to 12.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$75,084","$72,611","$77,558","$72,611 to $77,558"
"2009","06","06015","Del Norte County (CA)","25,190","5,822","4,510","7,133","4,510 to 7,133","23.1","17.9","28.3","17.9 to 28.3","6,167","1,943","1,520","2,367","1,520 to 2,367","31.5","24.6","38.4","24.6 to 38.4","4,429","1,293","994","1,592","994 to 1,592","29.2","22.4","35.9","22.4 to 35.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,252","$34,923","$41,581","$34,923 to $41,581"
"2009","06","06017","El Dorado County (CA)","177,314","13,492","11,147","15,837","11,147 to 15,837","7.6","6.3","8.9","6.3 to 8.9","41,226","4,424","3,595","5,253","3,595 to 5,253","10.7","8.7","12.7","8.7 to 12.7","31,145","2,870","2,312","3,428","2,312 to 3,428","9.2","7.4","11.0","7.4 to 11.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$68,778","$65,200","$72,357","$65,200 to $72,357"
"2009","06","06019","Fresno County (CA)","897,015","192,638","180,168","205,108","180,168 to 205,108","21.5","20.1","22.9","20.1 to 22.9","271,479","82,440","76,152","88,728","76,152 to 88,728","30.4","28.1","32.7","28.1 to 32.7","188,489","54,072","49,307","58,837","49,307 to 58,837","28.7","26.2","31.2","26.2 to 31.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,219","$43,857","$46,581","$43,857 to $46,581"
"2009","06","06021","Glenn County (CA)","27,883","4,412","3,455","5,370","3,455 to 5,370","15.8","12.4","19.3","12.4 to 19.3","8,044","1,860","1,431","2,288","1,431 to 2,288","23.1","17.8","28.4","17.8 to 28.4","5,729","1,246","950","1,542","950 to 1,542","21.7","16.6","26.9","16.6 to 26.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,904","$39,412","$44,395","$39,412 to $44,395"
"2009","06","06023","Humboldt County (CA)","126,111","23,979","21,182","26,775","21,182 to 26,775","19.0","16.8","21.2","16.8 to 21.2","25,551","6,005","4,896","7,115","4,896 to 7,115","23.5","19.2","27.8","19.2 to 27.8","17,665","3,780","2,983","4,577","2,983 to 4,577","21.4","16.9","25.9","16.9 to 25.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,985","$34,395","$37,574","$34,395 to $37,574"
"2009","06","06025","Imperial County (CA)","155,410","35,368","31,022","39,715","31,022 to 39,715","22.8","20.0","25.6","20.0 to 25.6","50,897","14,986","12,785","17,187","12,785 to 17,187","29.4","25.1","33.8","25.1 to 33.8","34,844","10,111","8,631","11,591","8,631 to 11,591","29.0","24.8","33.3","24.8 to 33.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,846","$35,636","$40,055","$35,636 to $40,055"
"2009","06","06027","Inyo County (CA)","17,131","2,139","1,669","2,609","1,669 to 2,609","12.5","9.7","15.2","9.7 to 15.2","3,792","702","545","858","545 to 858","18.5","14.4","22.6","14.4 to 22.6","2,683","468","359","577","359 to 577","17.4","13.4","21.5","13.4 to 21.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,090","$40,475","$47,706","$40,475 to $47,706"
"2009","06","06029","Kern County (CA)","768,864","170,614","159,985","181,243","159,985 to 181,243","22.2","20.8","23.6","20.8 to 23.6","246,861","73,530","68,199","78,861","68,199 to 78,861","29.8","27.6","31.9","27.6 to 31.9","172,737","46,749","42,694","50,804","42,694 to 50,804","27.1","24.7","29.4","24.7 to 29.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,938","$45,348","$48,528","$45,348 to $48,528"
"2009","06","06031","Kings County (CA)","126,162","24,546","20,602","28,491","20,602 to 28,491","19.5","16.3","22.6","16.3 to 22.6","40,528","10,256","8,658","11,854","8,658 to 11,854","25.3","21.4","29.2","21.4 to 29.2","27,507","6,181","5,078","7,284","5,078 to 7,284","22.5","18.5","26.5","18.5 to 26.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,102","$41,054","$47,150","$41,054 to $47,150"
"2009","06","06033","Lake County (CA)","64,316","14,185","12,025","16,345","12,025 to 16,345","22.1","18.7","25.4","18.7 to 25.4","14,070","4,318","3,552","5,084","3,552 to 5,084","30.7","25.2","36.1","25.2 to 36.1","10,343","2,920","2,398","3,442","2,398 to 3,442","28.2","23.2","33.3","23.2 to 33.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,895","$33,458","$40,332","$33,458 to $40,332"
"2009","06","06035","Lassen County (CA)","24,922","4,538","3,525","5,550","3,525 to 5,550","18.2","14.1","22.3","14.1 to 22.3","6,256","1,153","912","1,393","912 to 1,393","18.4","14.6","22.3","14.6 to 22.3","4,695","769","607","931","607 to 931","16.4","12.9","19.8","12.9 to 19.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,377","$41,938","$50,815","$41,938 to $50,815"
"2009","06","06037","Los Angeles County (CA)","9,690,311","1,552,196","1,511,381","1,593,012","1,511,381 to 1,593,012","16.0","15.6","16.4","15.6 to 16.4","2,459,401","561,661","543,145","580,176","543,145 to 580,176","22.8","22.1","23.6","22.1 to 23.6","1,736,352","374,513","361,328","387,698","361,328 to 387,698","21.6","20.8","22.3","20.8 to 22.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,375","$53,742","$55,009","$53,742 to $55,009"
"2009","06","06039","Madera County (CA)","139,227","28,710","24,301","33,119","24,301 to 33,119","20.6","17.5","23.8","17.5 to 23.8","42,819","13,030","11,037","15,024","11,037 to 15,024","30.4","25.8","35.1","25.8 to 35.1","30,052","8,843","7,468","10,218","7,468 to 10,218","29.4","24.9","34.0","24.9 to 34.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,769","$38,973","$46,565","$38,973 to $46,565"
"2009","06","06041","Marin County (CA)","241,737","17,647","14,028","21,266","14,028 to 21,266","7.3","5.8","8.8","5.8 to 8.8","50,285","4,296","3,352","5,241","3,352 to 5,241","8.5","6.7","10.4","6.7 to 10.4","36,164","2,834","2,200","3,468","2,200 to 3,468","7.8","6.1","9.6","6.1 to 9.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$86,658","$81,257","$92,059","$81,257 to $92,059"
"2009","06","06043","Mariposa County (CA)","17,529","2,364","1,795","2,934","1,795 to 2,934","13.5","10.2","16.7","10.2 to 16.7","3,113","659","512","807","512 to 807","21.2","16.4","25.9","16.4 to 25.9","2,384","446","342","550","342 to 550","18.7","14.3","23.1","14.3 to 23.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,775","$38,490","$47,060","$38,490 to $47,060"
"2009","06","06045","Mendocino County (CA)","84,724","14,864","12,458","17,269","12,458 to 17,269","17.5","14.7","20.4","14.7 to 20.4","18,689","4,885","3,956","5,814","3,956 to 5,814","26.1","21.2","31.1","21.2 to 31.1","12,995","3,196","2,543","3,849","2,543 to 3,849","24.6","19.6","29.6","19.6 to 29.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,488","$38,850","$44,126","$38,850 to $44,126"
"2009","06","06047","Merced County (CA)","240,953","59,349","54,006","64,692","54,006 to 64,692","24.6","22.4","26.8","22.4 to 26.8","77,211","26,559","23,913","29,206","23,913 to 29,206","34.4","31.0","37.8","31.0 to 37.8","54,645","17,627","15,764","19,490","15,764 to 19,490","32.3","28.8","35.7","28.8 to 35.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,922","$37,931","$41,914","$37,931 to $41,914"
"2009","06","06049","Modoc County (CA)","8,806","1,673","1,263","2,083","1,263 to 2,083","19.0","14.3","23.7","14.3 to 23.7","1,782","541","420","663","420 to 663","30.4","23.6","37.2","23.6 to 37.2","1,318","365","280","450","280 to 450","27.7","21.2","34.1","21.2 to 34.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,290","$30,846","$37,735","$30,846 to $37,735"
"2009","06","06051","Mono County (CA)","12,756","1,488","1,174","1,801","1,174 to 1,801","11.7","9.2","14.1","9.2 to 14.1","2,424","349","274","425","274 to 425","14.4","11.3","17.5","11.3 to 17.5","1,619","227","176","278","176 to 278","14.0","10.9","17.2","10.9 to 17.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,973","$48,382","$59,563","$48,382 to $59,563"
"2009","06","06053","Monterey County (CA)","390,721","67,288","60,412","74,164","60,412 to 74,164","17.2","15.5","19.0","15.5 to 19.0","110,350","26,723","23,576","29,871","23,576 to 29,871","24.2","21.4","27.1","21.4 to 27.1","73,915","17,441","15,188","19,694","15,188 to 19,694","23.6","20.5","26.6","20.5 to 26.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,647","$55,603","$59,692","$55,603 to $59,692"
"2009","06","06055","Napa County (CA)","130,092","11,187","8,787","13,587","8,787 to 13,587","8.6","6.8","10.4","6.8 to 10.4","30,933","3,813","2,969","4,656","2,969 to 4,656","12.3","9.6","15.1","9.6 to 15.1","22,200","2,466","1,908","3,024","1,908 to 3,024","11.1","8.6","13.6","8.6 to 13.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,970","$63,735","$70,205","$63,735 to $70,205"
"2009","06","06057","Nevada County (CA)","96,778","9,819","7,876","11,761","7,876 to 11,761","10.1","8.1","12.2","8.1 to 12.2","18,301","2,704","2,132","3,277","2,132 to 3,277","14.8","11.6","17.9","11.6 to 17.9","13,868","1,776","1,374","2,178","1,374 to 2,178","12.8","9.9","15.7","9.9 to 15.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,250","$54,199","$60,300","$54,199 to $60,300"
"2009","06","06059","Orange County (CA)","2,987,222","318,173","298,648","337,698","298,648 to 337,698","10.7","10.0","11.3","10.0 to 11.3","741,847","112,156","103,863","120,450","103,863 to 120,450","15.1","14.0","16.2","14.0 to 16.2","528,297","70,396","64,466","76,326","64,466 to 76,326","13.3","12.2","14.4","12.2 to 14.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$71,735","$70,764","$72,706","$70,764 to $72,706"
"2009","06","06061","Placer County (CA)","345,709","25,053","21,325","28,782","21,325 to 28,782","7.2","6.2","8.3","6.2 to 8.3","82,694","7,743","6,312","9,174","6,312 to 9,174","9.4","7.6","11.1","7.6 to 11.1","61,461","5,094","4,103","6,085","4,103 to 6,085","8.3","6.7","9.9","6.7 to 9.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$70,751","$68,073","$73,430","$68,073 to $73,430"
"2009","06","06063","Plumas County (CA)","19,909","2,453","1,892","3,013","1,892 to 3,013","12.3","9.5","15.1","9.5 to 15.1","3,567","695","541","849","541 to 849","19.5","15.2","23.8","15.2 to 23.8","2,675","455","346","564","346 to 564","17.0","12.9","21.1","12.9 to 21.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,684","$39,104","$46,264","$39,104 to $46,264"
"2009","06","06065","Riverside County (CA)","2,091,488","290,003","272,114","307,893","272,114 to 307,893","13.9","13.0","14.7","13.0 to 14.7","605,487","114,807","105,060","124,555","105,060 to 124,555","19.0","17.4","20.6","17.4 to 20.6","437,676","76,831","69,810","83,852","69,810 to 83,852","17.6","16.0","19.2","16.0 to 19.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,151","$54,023","$56,278","$54,023 to $56,278"
"2009","06","06067","Sacramento County (CA)","1,380,902","210,786","197,849","223,724","197,849 to 223,724","15.3","14.3","16.2","14.3 to 16.2","354,968","76,716","70,347","83,084","70,347 to 83,084","21.6","19.8","23.4","19.8 to 23.4","248,918","52,102","47,389","56,815","47,389 to 56,815","20.9","19.0","22.8","19.0 to 22.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,502","$51,493","$53,511","$51,493 to $53,511"
"2009","06","06069","San Benito County (CA)","54,591","7,573","6,397","8,748","6,397 to 8,748","13.9","11.7","16.0","11.7 to 16.0","15,640","2,960","2,499","3,421","2,499 to 3,421","18.9","16.0","21.9","16.0 to 21.9","11,340","1,843","1,509","2,177","1,509 to 2,177","16.3","13.3","19.2","13.3 to 19.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$61,281","$55,383","$67,180","$55,383 to $67,180"
"2009","06","06071","San Bernardino County (CA)","1,966,861","335,321","315,982","354,661","315,982 to 354,661","17.0","16.1","18.0","16.1 to 18.0","590,901","139,488","129,748","149,228","129,748 to 149,228","23.6","22.0","25.3","22.0 to 25.3","424,810","90,635","83,819","97,451","83,819 to 97,451","21.3","19.7","22.9","19.7 to 22.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,137","$51,053","$53,220","$51,053 to $53,220"
"2009","06","06073","San Diego County (CA)","2,973,267","372,782","353,398","392,165","353,398 to 392,165","12.5","11.9","13.2","11.9 to 13.2","727,676","122,455","113,903","131,007","113,903 to 131,007","16.8","15.7","18.0","15.7 to 18.0","500,495","82,241","76,493","87,989","76,493 to 87,989","16.4","15.3","17.6","15.3 to 17.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,103","$59,088","$61,117","$59,088 to $61,117"
"2009","06","06075","San Francisco County (CA)","803,979","94,134","86,054","102,214","86,054 to 102,214","11.7","10.7","12.7","10.7 to 12.7","115,049","16,221","13,338","19,105","13,338 to 19,105","14.1","11.6","16.6","11.6 to 16.6","73,936","11,056","9,097","13,015","9,097 to 13,015","15.0","12.3","17.6","12.3 to 17.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$70,247","$68,152","$72,342","$68,152 to $72,342"
"2009","06","06077","San Joaquin County (CA)","660,972","103,777","93,161","114,393","93,161 to 114,393","15.7","14.1","17.3","14.1 to 17.3","198,189","41,045","36,127","45,962","36,127 to 45,962","20.7","18.2","23.2","18.2 to 23.2","141,032","27,242","23,433","31,051","23,433 to 31,051","19.3","16.6","22.0","16.6 to 22.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,201","$50,279","$54,122","$50,279 to $54,122"
"2009","06","06079","San Luis Obispo County (CA)","252,426","33,198","29,346","37,051","29,346 to 37,051","13.2","11.6","14.7","11.6 to 14.7","49,142","7,088","5,696","8,479","5,696 to 8,479","14.4","11.6","17.3","11.6 to 17.3","35,159","4,658","3,688","5,628","3,688 to 5,628","13.2","10.5","16.0","10.5 to 16.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,638","$52,786","$58,489","$52,786 to $58,489"
"2009","06","06081","San Mateo County (CA)","710,139","54,268","48,325","60,210","48,325 to 60,210","7.6","6.8","8.5","6.8 to 8.5","158,022","15,056","12,859","17,253","12,859 to 17,253","9.5","8.1","10.9","8.1 to 10.9","109,201","9,133","7,523","10,743","7,523 to 10,743","8.4","6.9","9.8","6.9 to 9.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$84,678","$81,964","$87,392","$81,964 to $87,392"
