"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2005","06","06093","Siskiyou County (CA)","44,366","7,771","6,464","9,077","6,464 to 9,077","17.5","14.6","20.5","14.6 to 20.5","9,432","2,584","2,044","3,124","2,044 to 3,124","27.4","21.7","33.1","21.7 to 33.1","7,080","1,706","1,312","2,100","1,312 to 2,100","24.1","18.5","29.7","18.5 to 29.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,039","$32,621","$37,457","$32,621 to $37,457"
"2005","06","06095","Solano County (CA)","393,379","36,193","31,093","41,292","31,093 to 41,292","9.2","7.9","10.5","7.9 to 10.5","111,506","13,593","11,097","16,088","11,097 to 16,088","12.2","10.0","14.4","10.0 to 14.4","81,538","8,834","7,058","10,610","7,058 to 10,610","10.8","8.7","13.0","8.7 to 13.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$61,784","$59,473","$64,095","$59,473 to $64,095"
"2005","06","06097","Sonoma County (CA)","451,963","40,094","34,785","45,402","34,785 to 45,402","8.9","7.7","10.0","7.7 to 10.0","107,381","11,738","9,583","13,894","9,583 to 13,894","10.9","8.9","12.9","8.9 to 12.9","78,269","7,340","5,766","8,914","5,766 to 8,914","9.4","7.4","11.4","7.4 to 11.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,110","$55,942","$60,279","$55,942 to $60,279"
"2005","06","06099","Stanislaus County (CA)","495,343","71,595","63,425","79,764","63,425 to 79,764","14.5","12.8","16.1","12.8 to 16.1","147,466","27,923","23,767","32,079","23,767 to 32,079","18.9","16.1","21.8","16.1 to 21.8","107,259","18,770","15,749","21,791","15,749 to 21,791","17.5","14.7","20.3","14.7 to 20.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,769","$44,632","$48,906","$44,632 to $48,906"
"2005","06","06101","Sutter County (CA)","87,044","10,371","8,728","12,013","8,728 to 12,013","11.9","10.0","13.8","10.0 to 13.8","23,869","3,636","2,918","4,353","2,918 to 4,353","15.2","12.2","18.2","12.2 to 18.2","17,229","2,529","1,974","3,084","1,974 to 3,084","14.7","11.5","17.9","11.5 to 17.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,914","$41,498","$48,330","$41,498 to $48,330"
"2005","06","06103","Tehama County (CA)","59,865","10,643","8,986","12,300","8,986 to 12,300","17.8","15.0","20.5","15.0 to 20.5","15,116","4,069","3,344","4,795","3,344 to 4,795","26.9","22.1","31.7","22.1 to 31.7","11,265","2,677","2,137","3,217","2,137 to 3,217","23.8","19.0","28.6","19.0 to 28.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,903","$31,753","$36,052","$31,753 to $36,052"
"2005","06","06105","Trinity County (CA)","13,332","2,139","1,727","2,551","1,727 to 2,551","16.0","13.0","19.1","13.0 to 19.1","2,617","676","519","833","519 to 833","25.8","19.8","31.8","19.8 to 31.8","2,054","461","347","575","347 to 575","22.4","16.9","28.0","16.9 to 28.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$31,434","$28,663","$34,204","$28,663 to $34,204"
"2005","06","06107","Tulare County (CA)","403,089","93,398","85,375","101,422","85,375 to 101,422","23.2","21.2","25.2","21.2 to 25.2","131,873","41,831","37,223","46,438","37,223 to 46,438","31.7","28.2","35.2","28.2 to 35.2","93,224","27,996","24,474","31,518","24,474 to 31,518","30.0","26.3","33.8","26.3 to 33.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,179","$36,377","$39,980","$36,377 to $39,980"
"2005","06","06109","Tuolumne County (CA)","51,960","6,334","5,181","7,487","5,181 to 7,487","12.2","10.0","14.4","10.0 to 14.4","10,283","1,735","1,371","2,098","1,371 to 2,098","16.9","13.3","20.4","13.3 to 20.4","7,940","1,164","902","1,426","902 to 1,426","14.7","11.4","18.0","11.4 to 18.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,381","$39,238","$45,524","$39,238 to $45,524"
"2005","06","06111","Ventura County (CA)","779,401","75,641","65,716","85,566","65,716 to 85,566","9.7","8.4","11.0","8.4 to 11.0","214,569","28,950","24,040","33,861","24,040 to 33,861","13.5","11.2","15.8","11.2 to 15.8","155,803","19,700","16,076","23,324","16,076 to 23,324","12.6","10.3","15.0","10.3 to 15.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,531","$64,697","$68,364","$64,697 to $68,364"
"2005","06","06113","Yolo County (CA)","176,164","26,728","23,252","30,205","23,252 to 30,205","15.2","13.2","17.1","13.2 to 17.1","43,602","6,481","5,145","7,817","5,145 to 7,817","14.9","11.8","17.9","11.8 to 17.9","31,579","4,188","3,221","5,155","3,221 to 5,155","13.3","10.2","16.3","10.2 to 16.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,378","$47,442","$51,314","$47,442 to $51,314"
"2005","06","06115","Yuba County (CA)","65,319","11,196","9,193","13,199","9,193 to 13,199","17.1","14.1","20.2","14.1 to 20.2","19,856","4,969","3,925","6,012","3,925 to 6,012","25.0","19.8","30.3","19.8 to 30.3","14,001","3,382","2,592","4,172","2,592 to 4,172","24.2","18.5","29.8","18.5 to 29.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,786","$33,021","$38,550","$33,021 to $38,550"
"2006","00","00000","United States","291,531,091","38,757,253","38,535,015","38,979,491","38,535,015 to 38,979,491","13.3","13.2","13.4","13.2 to 13.4","72,482,732","13,285,569","13,170,950","13,400,188","13,170,950 to 13,400,188","18.3","18.2","18.5","18.2 to 18.5","51,999,081","8,700,048","8,613,863","8,786,233","8,613,863 to 8,786,233","16.7","16.6","16.9","16.6 to 16.9","20,066,651","4,211,345","4,166,465","4,256,225","4,166,465 to 4,256,225","21.0","20.8","21.2","20.8 to 21.2","$48,451","$48,369","$48,533","$48,369 to $48,533"
"2006","06","06000","California","35,675,333","4,686,706","4,635,529","4,737,883","4,635,529 to 4,737,883","13.1","13.0","13.3","13.0 to 13.3","9,378,637","1,693,631","1,662,924","1,724,337","1,662,924 to 1,724,337","18.1","17.7","18.4","17.7 to 18.4","6,697,291","1,146,351","1,118,784","1,173,918","1,118,784 to 1,173,918","17.1","16.7","17.5","16.7 to 17.5","2,632,244","503,635","490,269","517,001","490,269 to 517,001","19.1","18.6","19.6","18.6 to 19.6","$56,646","$56,412","$56,880","$56,412 to $56,880"
"2006","06","06001","Alameda County (CA)","1,432,974","159,493","149,780","169,207","149,780 to 169,207","11.1","10.5","11.8","10.5 to 11.8","350,010","48,871","43,789","53,954","43,789 to 53,954","14.0","12.5","15.4","12.5 to 15.4","245,692","32,661","28,859","36,463","28,859 to 36,463","13.3","11.7","14.8","11.7 to 14.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$64,285","$62,843","$65,728","$62,843 to $65,728"
"2006","06","06003","Alpine County (CA)","1,172","192","149","236","149 to 236","16.4","12.7","20.1","12.7 to 20.1","215","52","41","64","41 to 64","24.2","19.1","29.8","19.1 to 29.8","163","34","26","42","26 to 42","20.9","16.0","25.8","16.0 to 25.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,515","$43,160","$51,869","$43,160 to $51,869"
"2006","06","06005","Amador County (CA)","34,453","3,100","2,484","3,715","2,484 to 3,715","9.0","7.2","10.8","7.2 to 10.8","6,281","783","618","949","618 to 949","12.5","9.8","15.1","9.8 to 15.1","4,874","529","409","649","409 to 649","10.9","8.4","13.3","8.4 to 13.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,528","$46,449","$54,608","$46,449 to $54,608"
"2006","06","06007","Butte County (CA)","210,355","35,203","31,417","38,989","31,417 to 38,989","16.7","14.9","18.5","14.9 to 18.5","45,355","9,051","7,631","10,471","7,631 to 10,471","20.0","16.8","23.1","16.8 to 23.1","33,545","6,483","5,325","7,641","5,325 to 7,641","19.3","15.9","22.8","15.9 to 22.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,023","$38,158","$41,888","$38,158 to $41,888"
"2006","06","06009","Calaveras County (CA)","47,200","5,106","4,070","6,143","4,070 to 6,143","10.8","8.6","13.0","8.6 to 13.0","8,599","1,303","1,034","1,573","1,034 to 1,573","15.2","12.0","18.3","12.0 to 18.3","6,762","870","675","1,065","675 to 1,065","12.9","10.0","15.7","10.0 to 15.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,745","$49,033","$56,456","$49,033 to $56,456"
"2006","06","06011","Colusa County (CA)","20,920","2,863","2,241","3,484","2,241 to 3,484","13.7","10.7","16.7","10.7 to 16.7","5,943","1,143","902","1,383","902 to 1,383","19.2","15.2","23.3","15.2 to 23.3","4,229","758","586","930","586 to 930","17.9","13.9","22.0","13.9 to 22.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,240","$37,005","$43,476","$37,005 to $43,476"
"2006","06","06013","Contra Costa County (CA)","1,014,648","80,117","72,857","87,376","72,857 to 87,376","7.9","7.2","8.6","7.2 to 8.6","252,184","25,112","21,750","28,475","21,750 to 28,475","10.0","8.6","11.3","8.6 to 11.3","185,432","15,262","12,867","17,657","12,867 to 17,657","8.2","6.9","9.5","6.9 to 9.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$74,058","$71,822","$76,294","$71,822 to $76,294"
"2006","06","06015","Del Norte County (CA)","24,938","5,433","4,379","6,488","4,379 to 6,488","21.8","17.6","26.0","17.6 to 26.0","5,831","1,714","1,367","2,061","1,367 to 2,061","29.4","23.4","35.3","23.4 to 35.3","4,341","1,138","885","1,391","885 to 1,391","26.2","20.4","32.0","20.4 to 32.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,765","$30,811","$36,718","$30,811 to $36,718"
"2006","06","06017","El Dorado County (CA)","176,940","13,417","11,055","15,780","11,055 to 15,780","7.6","6.2","8.9","6.2 to 8.9","38,581","3,450","2,800","4,101","2,800 to 4,101","8.9","7.3","10.6","7.3 to 10.6","29,221","2,206","1,759","2,653","1,759 to 2,653","7.5","6.0","9.1","6.0 to 9.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$67,605","$64,055","$71,155","$64,055 to $71,155"
"2006","06","06019","Fresno County (CA)","874,629","182,150","170,968","193,333","170,968 to 193,333","20.8","19.5","22.1","19.5 to 22.1","265,151","77,193","71,041","83,346","71,041 to 83,346","29.1","26.8","31.4","26.8 to 31.4","187,543","52,572","47,764","57,380","47,764 to 57,380","28.0","25.5","30.6","25.5 to 30.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,433","$41,254","$43,613","$41,254 to $43,613"
"2006","06","06021","Glenn County (CA)","27,651","4,915","3,921","5,908","3,921 to 5,908","17.8","14.2","21.4","14.2 to 21.4","7,718","1,892","1,522","2,263","1,522 to 2,263","24.5","19.7","29.3","19.7 to 29.3","5,608","1,260","1,007","1,513","1,007 to 1,513","22.5","18.0","27.0","18.0 to 27.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,093","$34,944","$41,242","$34,944 to $41,242"
"2006","06","06023","Humboldt County (CA)","124,879","22,480","19,534","25,426","19,534 to 25,426","18.0","15.6","20.4","15.6 to 20.4","26,082","5,769","4,718","6,819","4,718 to 6,819","22.1","18.1","26.1","18.1 to 26.1","18,692","3,774","3,026","4,522","3,026 to 4,522","20.2","16.2","24.2","16.2 to 24.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,796","$36,539","$41,053","$36,539 to $41,053"
"2006","06","06025","Imperial County (CA)","148,755","28,926","24,892","32,961","24,892 to 32,961","19.4","16.7","22.2","16.7 to 22.2","46,914","12,435","10,478","14,392","10,478 to 14,392","26.5","22.3","30.7","22.3 to 30.7","32,562","8,596","7,181","10,011","7,181 to 10,011","26.4","22.1","30.7","22.1 to 30.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,275","$34,255","$38,294","$34,255 to $38,294"
"2006","06","06027","Inyo County (CA)","17,814","2,055","1,626","2,484","1,626 to 2,484","11.5","9.1","13.9","9.1 to 13.9","3,846","603","475","731","475 to 731","15.7","12.4","19.0","12.4 to 19.0","2,847","404","311","497","311 to 497","14.2","10.9","17.5","10.9 to 17.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,366","$38,163","$44,569","$38,163 to $44,569"
"2006","06","06029","Kern County (CA)","743,438","152,227","141,233","163,220","141,233 to 163,220","20.5","19.0","22.0","19.0 to 22.0","228,549","64,630","58,757","70,503","58,757 to 70,503","28.3","25.7","30.8","25.7 to 30.8","162,301","43,266","39,116","47,416","39,116 to 47,416","26.7","24.1","29.2","24.1 to 29.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,709","$40,955","$44,463","$40,955 to $44,463"
"2006","06","06031","Kings County (CA)","123,592","26,281","22,588","29,975","22,588 to 29,975","21.3","18.3","24.3","18.3 to 24.3","39,759","10,316","8,687","11,944","8,687 to 11,944","25.9","21.8","30.0","21.8 to 30.0","27,638","6,982","5,762","8,202","5,762 to 8,202","25.3","20.8","29.7","20.8 to 29.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,070","$39,099","$45,041","$39,099 to $45,041"
"2006","06","06033","Lake County (CA)","64,954","11,134","9,066","13,201","9,066 to 13,201","17.1","14.0","20.3","14.0 to 20.3","14,127","3,522","2,817","4,227","2,817 to 4,227","24.9","19.9","29.9","19.9 to 29.9","10,621","2,290","1,795","2,785","1,795 to 2,785","21.6","16.9","26.2","16.9 to 26.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,174","$33,502","$38,845","$33,502 to $38,845"
"2006","06","06035","Lassen County (CA)","25,394","3,953","3,152","4,755","3,152 to 4,755","15.6","12.4","18.7","12.4 to 18.7","6,205","1,096","870","1,321","870 to 1,321","17.7","14.0","21.3","14.0 to 21.3","4,709","731","567","895","567 to 895","15.5","12.0","19.0","12.0 to 19.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,668","$42,018","$49,319","$42,018 to $49,319"
"2006","06","06037","Los Angeles County (CA)","9,788,282","1,502,651","1,460,206","1,545,095","1,460,206 to 1,545,095","15.4","14.9","15.8","14.9 to 15.8","2,637,643","581,573","559,100","604,047","559,100 to 604,047","22.0","21.2","22.9","21.2 to 22.9","1,896,468","408,266","389,493","427,039","389,493 to 427,039","21.5","20.5","22.5","20.5 to 22.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,279","$50,882","$51,675","$50,882 to $51,675"
"2006","06","06039","Madera County (CA)","137,410","28,994","25,016","32,971","25,016 to 32,971","21.1","18.2","24.0","18.2 to 24.0","39,755","11,744","9,954","13,535","9,954 to 13,535","29.5","25.0","34.0","25.0 to 34.0","27,973","7,970","6,627","9,313","6,627 to 9,313","28.5","23.7","33.3","23.7 to 33.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,919","$37,648","$42,190","$37,648 to $42,190"
"2006","06","06041","Marin County (CA)","239,456","19,798","17,138","22,458","17,138 to 22,458","8.3","7.2","9.4","7.2 to 9.4","48,502","4,037","3,288","4,786","3,288 to 4,786","8.3","6.8","9.9","6.8 to 9.9","34,451","2,562","2,030","3,094","2,030 to 3,094","7.4","5.9","9.0","5.9 to 9.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$81,305","$77,986","$84,625","$77,986 to $84,625"
"2006","06","06043","Mariposa County (CA)","18,131","2,425","1,911","2,940","1,911 to 2,940","13.4","10.5","16.2","10.5 to 16.2","3,248","593","467","719","467 to 719","18.3","14.4","22.1","14.4 to 22.1","2,487","417","321","513","321 to 513","16.8","12.9","20.6","12.9 to 20.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,930","$37,499","$44,361","$37,499 to $44,361"
"2006","06","06045","Mendocino County (CA)","86,759","14,553","12,260","16,845","12,260 to 16,845","16.8","14.1","19.4","14.1 to 19.4","19,542","4,784","3,920","5,649","3,920 to 5,649","24.5","20.1","28.9","20.1 to 28.9","14,034","3,052","2,431","3,673","2,431 to 3,673","21.7","17.3","26.2","17.3 to 26.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,847","$37,318","$42,376","$37,318 to $42,376"
"2006","06","06047","Merced County (CA)","242,152","50,210","44,675","55,746","44,675 to 55,746","20.7","18.4","23.0","18.4 to 23.0","76,759","21,057","18,511","23,603","18,511 to 23,603","27.4","24.1","30.7","24.1 to 30.7","55,313","14,819","12,843","16,795","12,843 to 16,795","26.8","23.2","30.4","23.2 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,447","$38,028","$42,866","$38,028 to $42,866"
"2006","06","06049","Modoc County (CA)","9,301","1,741","1,368","2,115","1,368 to 2,115","18.7","14.7","22.7","14.7 to 22.7","1,892","536","422","651","422 to 651","28.3","22.3","34.4","22.3 to 34.4","1,467","365","281","449","281 to 449","24.9","19.2","30.6","19.2 to 30.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$31,610","$28,925","$34,295","$28,925 to $34,295"
"2006","06","06051","Mono County (CA)","12,703","1,238","970","1,507","970 to 1,507","9.7","7.6","11.9","7.6 to 11.9","2,634","342","269","416","269 to 416","13.0","10.2","15.8","10.2 to 15.8","1,846","226","174","278","174 to 278","12.2","9.4","15.1","9.4 to 15.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,135","$46,493","$55,777","$46,493 to $55,777"
"2006","06","06053","Monterey County (CA)","389,256","45,005","39,758","50,252","39,758 to 50,252","11.6","10.2","12.9","10.2 to 12.9","112,417","18,638","15,983","21,293","15,983 to 21,293","16.6","14.2","18.9","14.2 to 18.9","76,902","11,932","10,002","13,862","10,002 to 13,862","15.5","13.0","18.0","13.0 to 18.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,273","$51,735","$56,812","$51,735 to $56,812"
"2006","06","06055","Napa County (CA)","129,029","13,324","11,376","15,272","11,376 to 15,272","10.3","8.8","11.8","8.8 to 11.8","29,809","3,200","2,573","3,828","2,573 to 3,828","10.7","8.6","12.8","8.6 to 12.8","21,556","2,076","1,630","2,522","1,630 to 2,522","9.6","7.6","11.7","7.6 to 11.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$63,586","$59,804","$67,369","$59,804 to $67,369"
"2006","06","06057","Nevada County (CA)","97,773","7,751","6,373","9,129","6,373 to 9,129","7.9","6.5","9.3","6.5 to 9.3","18,355","2,018","1,610","2,425","1,610 to 2,425","11.0","8.8","13.2","8.8 to 13.2","14,116","1,316","1,024","1,608","1,024 to 1,608","9.3","7.3","11.4","7.3 to 11.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,141","$49,086","$55,195","$49,086 to $55,195"
"2006","06","06059","Orange County (CA)","2,961,839","289,507","271,789","307,226","271,789 to 307,226","9.8","9.2","10.4","9.2 to 10.4","776,593","101,881","92,388","111,374","92,388 to 111,374","13.1","11.9","14.3","11.9 to 14.3","555,469","67,689","60,908","74,470","60,908 to 74,470","12.2","11.0","13.4","11.0 to 13.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$70,109","$69,167","$71,051","$69,167 to $71,051"
"2006","06","06061","Placer County (CA)","323,459","18,565","15,878","21,251","15,878 to 21,251","5.7","4.9","6.6","4.9 to 6.6","70,912","4,737","3,858","5,616","3,858 to 5,616","6.7","5.4","7.9","5.4 to 7.9","52,268","2,964","2,352","3,576","2,352 to 3,576","5.7","4.5","6.8","4.5 to 6.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$69,982","$67,657","$72,307","$67,657 to $72,307"
"2006","06","06063","Plumas County (CA)","21,040","2,272","1,805","2,740","1,805 to 2,740","10.8","8.6","13.0","8.6 to 13.0","3,855","626","493","759","493 to 759","16.2","12.8","19.7","12.8 to 19.7","2,965","428","330","526","330 to 526","14.4","11.1","17.7","11.1 to 17.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,527","$42,963","$50,091","$42,963 to $50,091"
"2006","06","06065","Riverside County (CA)","1,992,427","243,325","227,442","259,208","227,442 to 259,208","12.2","11.4","13.0","11.4 to 13.0","548,985","85,267","78,216","92,319","78,216 to 92,319","15.5","14.2","16.8","14.2 to 16.8","399,096","56,894","51,666","62,122","51,666 to 62,122","14.3","12.9","15.6","12.9 to 15.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,269","$51,988","$54,551","$51,988 to $54,551"
"2006","06","06067","Sacramento County (CA)","1,354,152","163,587","152,283","174,891","152,283 to 174,891","12.1","11.2","12.9","11.2 to 12.9","355,802","60,744","54,717","66,770","54,717 to 66,770","17.1","15.4","18.8","15.4 to 18.8","254,664","40,664","35,551","45,777","35,551 to 45,777","16.0","14.0","18.0","14.0 to 18.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,689","$52,216","$55,163","$52,216 to $55,163"
"2006","06","06069","San Benito County (CA)","55,358","5,292","4,256","6,327","4,256 to 6,327","9.6","7.7","11.4","7.7 to 11.4","16,441","2,030","1,614","2,445","1,614 to 2,445","12.3","9.8","14.9","9.8 to 14.9","12,014","1,323","1,028","1,618","1,028 to 1,618","11.0","8.6","13.5","8.6 to 13.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,941","$62,380","$71,503","$62,380 to $71,503"
"2006","06","06071","San Bernardino County (CA)","1,950,412","269,049","253,052","285,046","253,052 to 285,046","13.8","13.0","14.6","13.0 to 14.6","584,422","114,066","105,371","122,760","105,371 to 122,760","19.5","18.0","21.0","18.0 to 21.0","426,088","75,939","69,026","82,852","69,026 to 82,852","17.8","16.2","19.4","16.2 to 19.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,686","$51,622","$53,750","$51,622 to $53,750"
"2006","06","06073","San Diego County (CA)","2,837,276","330,618","312,984","348,253","312,984 to 348,253","11.7","11.0","12.3","11.0 to 12.3","733,526","109,042","99,739","118,346","99,739 to 118,346","14.9","13.6","16.1","13.6 to 16.1","512,569","74,326","67,129","81,523","67,129 to 81,523","14.5","13.1","15.9","13.1 to 15.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,279","$58,032","$60,526","$58,032 to $60,526"
"2006","06","06075","San Francisco County (CA)","733,510","88,596","81,315","95,877","81,315 to 95,877","12.1","11.1","13.1","11.1 to 13.1","108,073","16,183","13,774","18,592","13,774 to 18,592","15.0","12.7","17.2","12.7 to 17.2","67,371","10,071","8,268","11,874","8,268 to 11,874","14.9","12.3","17.6","12.3 to 17.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$64,648","$62,103","$67,193","$62,103 to $67,193"
"2006","06","06077","San Joaquin County (CA)","657,970","94,744","85,813","103,674","85,813 to 103,674","14.4","13.0","15.8","13.0 to 15.8","190,977","36,777","32,413","41,141","32,413 to 41,141","19.3","17.0","21.5","17.0 to 21.5","136,615","24,882","21,418","28,346","21,418 to 28,346","18.2","15.7","20.7","15.7 to 20.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,691","$50,533","$52,849","$50,533 to $52,849"
"2006","06","06079","San Luis Obispo County (CA)","242,071","31,617","28,097","35,138","28,097 to 35,138","13.1","11.6","14.5","11.6 to 14.5","48,858","5,847","4,757","6,936","4,757 to 6,936","12.0","9.7","14.2","9.7 to 14.2","35,949","3,796","3,029","4,563","3,029 to 4,563","10.6","8.4","12.7","8.4 to 12.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,202","$48,275","$52,129","$48,275 to $52,129"
"2006","06","06081","San Mateo County (CA)","696,514","50,123","44,651","55,595","44,651 to 55,595","7.2","6.4","8.0","6.4 to 8.0","161,388","14,260","12,104","16,416","12,104 to 16,416","8.8","7.5","10.2","7.5 to 10.2","111,301","8,734","7,236","10,232","7,236 to 10,232","7.8","6.5","9.2","6.5 to 9.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$77,717","$75,130","$80,304","$75,130 to $80,304"
"2006","06","06083","Santa Barbara County (CA)","385,230","60,724","54,595","66,853","54,595 to 66,853","15.8","14.2","17.4","14.2 to 17.4","95,856","18,225","15,673","20,778","15,673 to 20,778","19.0","16.4","21.7","16.4 to 21.7","66,660","11,438","9,517","13,359","9,517 to 13,359","17.2","14.3","20.0","14.3 to 20.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,382","$51,695","$55,069","$51,695 to $55,069"
"2006","06","06085","Santa Clara County (CA)","1,703,330","152,737","142,968","162,505","142,968 to 162,505","9.0","8.4","9.5","8.4 to 9.5","425,191","45,304","40,658","49,949","40,658 to 49,949","10.7","9.6","11.7","9.6 to 11.7","291,932","29,586","26,125","33,047","26,125 to 33,047","10.1","8.9","11.3","8.9 to 11.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$80,775","$79,595","$81,955","$79,595 to $81,955"
"2006","06","06087","Santa Cruz County (CA)","241,356","28,639","25,062","32,216","25,062 to 32,216","11.9","10.4","13.3","10.4 to 13.3","54,984","8,099","6,664","9,534","6,664 to 9,534","14.7","12.1","17.3","12.1 to 17.3","38,338","5,299","4,274","6,324","4,274 to 6,324","13.8","11.1","16.5","11.1 to 16.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,863","$57,836","$63,890","$57,836 to $63,890"
"2006","06","06089","Shasta County (CA)","176,852","29,545","25,938","33,152","25,938 to 33,152","16.7","14.7","18.7","14.7 to 18.7","39,519","9,057","7,636","10,478","7,636 to 10,478","22.9","19.3","26.5","19.3 to 26.5","29,165","6,122","5,025","7,219","5,025 to 7,219","21.0","17.2","24.8","17.2 to 24.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,813","$40,424","$45,202","$40,424 to $45,202"
"2006","06","06091","Sierra County (CA)","3,411","388","302","474","302 to 474","11.4","8.9","13.9","8.9 to 13.9","606","100","78","121","78 to 121","16.5","12.9","20.0","12.9 to 20.0","485","70","54","86","54 to 86","14.4","11.1","17.7","11.1 to 17.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,405","$39,734","$47,076","$39,734 to $47,076"
