"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06093","Siskiyou County, CA","35,702","0","6,227","955","17.4","2.7","29,475","1,020","82.6","2.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06093","Siskiyou County, CA","35,941","0","6,992","1,090","19.5","3.0","28,949","1,101","80.5","3.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06095","Solano County, CA","358,391","0","52,773","3,306","14.7","0.9","305,618","3,306","85.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06095","Solano County, CA","358,388","0","54,474","3,304","15.2","0.9","303,913","3,304","84.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06095","Solano County, CA","356,275","0","50,890","3,360","14.3","0.9","305,385","3,360","85.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06095","Solano County, CA","356,196","0","51,013","3,391","14.3","1.0","305,183","3,391","85.7","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06095","Solano County, CA","350,541","0","50,595","3,243","14.4","0.9","299,947","3,243","85.6","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06095","Solano County, CA","350,983","0","47,554","3,214","13.5","0.9","303,429","3,214","86.5","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06095","Solano County, CA","350,734","0","54,214","6,051","15.5","1.7","296,520","6,636","84.5","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06095","Solano County, CA","351,597","0","61,068","6,718","17.4","1.9","290,529","6,968","82.6","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06097","Sonoma County, CA","408,286","0","70,403","3,957","17.2","1.0","337,883","3,957","82.8","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06097","Sonoma County, CA","409,351","0","73,341","3,945","17.9","1.0","336,010","3,945","82.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06097","Sonoma County, CA","410,515","0","73,832","4,269","18.0","1.0","336,683","4,269","82.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06097","Sonoma County, CA","410,657","0","72,057","4,048","17.5","1.0","338,600","4,048","82.5","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06097","Sonoma County, CA","402,325","0","64,945","3,639","16.1","0.9","337,380","3,639","83.9","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06097","Sonoma County, CA","400,238","0","64,036","3,801","16.0","0.9","336,202","3,801","84.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06097","Sonoma County, CA","402,028","0","71,644","7,544","17.8","1.9","330,384","8,046","82.2","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06097","Sonoma County, CA","399,100","0","81,855","8,400","20.5","2.1","317,245","8,411","79.5","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06099","Stanislaus County, CA","460,168","0","94,862","4,912","20.6","1.1","365,306","4,912","79.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06099","Stanislaus County, CA","459,959","0","90,240","4,671","19.6","1.0","369,719","4,671","80.4","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06099","Stanislaus County, CA","459,758","0","92,626","4,854","20.1","1.1","367,133","4,854","79.9","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06099","Stanislaus County, CA","457,541","0","89,607","4,779","19.6","1.0","367,934","4,779","80.4","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06099","Stanislaus County, CA","452,568","0","91,531","4,755","20.2","1.1","361,037","4,755","79.8","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06099","Stanislaus County, CA","453,059","0","87,937","4,894","19.4","1.1","365,122","4,894","80.6","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06099","Stanislaus County, CA","454,281","0","78,189","8,031","17.2","1.8","376,091","8,756","82.8","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06099","Stanislaus County, CA","457,503","0","80,079","8,630","17.5","1.9","377,425","8,988","82.5","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06101","Sutter County, CA","81,604","0","17,075","1,227","20.9","1.5","64,529","1,227","79.1","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06101","Sutter County, CA","82,268","0","16,494","1,176","20.0","1.4","65,774","1,176","80.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06101","Sutter County, CA","82,292","0","17,673","1,235","21.5","1.5","64,619","1,235","78.5","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06101","Sutter County, CA","82,431","0","17,798","1,315","21.6","1.6","64,633","1,315","78.4","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06101","Sutter County, CA","80,049","0","17,244","1,205","21.5","1.5","62,805","1,205","78.5","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06101","Sutter County, CA","80,067","0","17,363","1,256","21.7","1.6","62,704","1,256","78.3","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06101","Sutter County, CA","79,808","0","16,631","2,132","20.8","2.7","63,177","2,253","79.2","2.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06101","Sutter County, CA","80,422","0","16,744","2,552","20.8","3.2","63,678","2,532","79.2","3.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06103","Tehama County, CA","51,680","0","9,973","792","19.3","1.5","41,707","792","80.7","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06103","Tehama County, CA","52,394","0","10,658","823","20.3","1.6","41,736","823","79.7","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06103","Tehama County, CA","53,003","0","11,235","865","21.2","1.6","41,767","865","78.8","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06103","Tehama County, CA","53,162","0","11,421","899","21.5","1.7","41,741","899","78.5","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06103","Tehama County, CA","51,151","0","10,633","824","20.8","1.6","40,518","824","79.2","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06103","Tehama County, CA","51,499","0","10,299","893","20.0","1.7","41,200","893","80.0","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06103","Tehama County, CA","51,646","0","9,578","1,087","18.5","2.1","42,068","1,178","81.5","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06103","Tehama County, CA","51,720","0","10,586","1,250","20.5","2.4","41,135","1,281","79.5","2.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06105","Trinity County, CA","10,234","0","2,064","193","20.2","1.9","8,170","193","79.8","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06105","Trinity County, CA","10,459","0","2,064","187","19.7","1.8","8,394","187","80.3","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06105","Trinity County, CA","10,817","0","2,143","194","19.8","1.8","8,674","194","80.2","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06105","Trinity County, CA","10,947","0","2,210","203","20.2","1.9","8,737","203","79.8","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06105","Trinity County, CA","10,195","0","1,932","165","19.0","1.6","8,262","165","81.0","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06105","Trinity County, CA","10,349","0","2,063","193","19.9","1.9","8,286","193","80.1","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06105","Trinity County, CA","10,327","0","1,950","308","18.9","3.0","8,377","326","81.1","3.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06105","Trinity County, CA","10,674","0","2,144","344","20.1","3.2","8,530","344","79.9","3.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06107","Tulare County, CA","403,946","0","85,662","4,485","21.2","1.1","318,284","4,485","78.8","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06107","Tulare County, CA","404,303","0","92,385","4,645","22.9","1.1","311,919","4,645","77.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06107","Tulare County, CA","404,143","0","97,694","4,907","24.2","1.2","306,449","4,907","75.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06107","Tulare County, CA","398,604","0","92,846","4,704","23.3","1.2","305,758","4,704","76.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06107","Tulare County, CA","382,607","0","90,443","4,503","23.6","1.2","292,164","4,503","76.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06107","Tulare County, CA","379,395","0","91,298","4,754","24.1","1.3","288,096","4,754","75.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06107","Tulare County, CA","381,078","0","67,704","7,283","17.8","1.9","313,374","8,074","82.2","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06107","Tulare County, CA","381,690","0","69,508","7,765","18.2","2.0","312,182","8,228","81.8","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06109","Tuolumne County, CA","38,282","0","6,122","540","16.0","1.4","32,160","540","84.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06109","Tuolumne County, CA","38,598","0","6,652","560","17.2","1.5","31,946","560","82.8","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06109","Tuolumne County, CA","39,426","0","6,249","570","15.9","1.4","33,176","570","84.1","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06109","Tuolumne County, CA","39,952","0","6,502","581","16.3","1.5","33,451","581","83.7","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06109","Tuolumne County, CA","39,742","0","6,478","540","16.3","1.4","33,264","540","83.7","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06109","Tuolumne County, CA","40,263","0","6,822","612","16.9","1.5","33,442","612","83.1","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06109","Tuolumne County, CA","40,420","0","6,532","994","16.2","2.5","33,888","1,059","83.8","2.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06109","Tuolumne County, CA","40,853","0","6,650","1,095","16.3","2.7","34,203","1,102","83.7","2.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06111","Ventura County, CA","717,913","0","129,927","5,944","18.1","0.8","587,986","5,944","81.9","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06111","Ventura County, CA","720,323","0","130,131","5,830","18.1","0.8","590,193","5,830","81.9","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06111","Ventura County, CA","720,376","0","133,453","6,221","18.5","0.9","586,923","6,221","81.5","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06111","Ventura County, CA","718,645","0","130,774","6,264","18.2","0.9","587,871","6,264","81.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06111","Ventura County, CA","700,952","0","127,765","6,050","18.2","0.9","573,186","6,050","81.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06111","Ventura County, CA","700,141","0","123,574","6,060","17.6","0.9","576,567","6,060","82.4","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06111","Ventura County, CA","703,542","0","107,692","10,631","15.3","1.5","595,851","11,646","84.7","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06111","Ventura County, CA","700,413","0","117,437","11,373","16.8","1.6","582,976","11,857","83.2","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06113","Yolo County, CA","175,764","0","29,830","2,288","17.0","1.3","145,934","2,288","83.0","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06113","Yolo County, CA","176,525","0","28,357","2,195","16.1","1.2","148,168","2,195","83.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06113","Yolo County, CA","175,590","0","29,150","2,348","16.6","1.3","146,440","2,348","83.4","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06113","Yolo County, CA","175,369","0","28,425","2,349","16.2","1.3","146,944","2,349","83.8","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06113","Yolo County, CA","173,341","0","27,716","2,087","16.0","1.2","145,625","2,087","84.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06113","Yolo County, CA","172,243","0","25,130","2,016","14.6","1.2","147,113","2,016","85.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06113","Yolo County, CA","171,831","0","34,789","4,118","20.2","2.4","137,042","4,409","79.8","2.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06113","Yolo County, CA","170,185","0","37,371","4,404","22.0","2.6","132,814","4,411","78.0","2.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2013","06115","Yuba County, CA","64,363","0","11,865","959","18.4","1.5","52,498","959","81.6","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2012","06115","Yuba County, CA","64,452","0","12,068","957","18.7","1.5","52,384","957","81.3","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2011","06115","Yuba County, CA","64,547","0","12,032","1,001","18.6","1.6","52,515","1,001","81.4","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2010","06115","Yuba County, CA","64,322","0","11,971","1,043","18.6","1.6","52,352","1,043","81.4","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2009","06115","Yuba County, CA","65,000","0","12,496","1,026","19.2","1.6","52,504","1,026","80.8","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2008","06115","Yuba County, CA","65,351","0","11,661","1,035","17.8","1.6","53,690","1,035","82.2","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2007","06115","Yuba County, CA","65,261","0","11,314","1,646","17.3","2.5","53,946","1,778","82.7","2.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2006","06115","Yuba County, CA","64,875","0","11,337","1,886","17.5","2.9","53,538","1,918","82.5","3.0"

